employee_id,month,department,working_days,absence_days,late_days
EMP-0377,2024-03-01,Operations,20,0,0
EMP-0377,2024-04-01,Operations,22,0,3
EMP-0377,2024-05-01,Operations,20,0,3
EMP-0377,2024-06-01,Operations,21,1,2
EMP-0377,2024-07-01,Operations,20,1,1
EMP-0377,2024-08-01,Operations,22,1,2
EMP-0377,2024-09-01,Operations,21,0,1
EMP-0377,2024-10-01,Operations,20,1,0
EMP-0377,2024-11-01,Operations,21,0,0
EMP-0377,2024-12-01,Operations,22,1,0
EMP-0377,2025-01-01,Operations,23,0,0
EMP-0377,2025-02-01,Operations,22,0,1
EMP-0377,2025-03-01,Operations,22,0,3
EMP-0377,2025-04-01,Operations,22,1,0
EMP-0377,2025-05-01,Operations,20,0,1
EMP-0377,2025-06-01,Operations,21,1,0
EMP-0377,2025-07-01,Operations,21,0,1
EMP-0377,2025-08-01,Operations,21,1,1
EMP-0377,2025-09-01,Operations,21,0,0
EMP-0377,2025-10-01,Operations,22,1,0
EMP-0377,2025-11-01,Operations,20,1,1
EMP-0377,2025-12-01,Operations,21,0,1
EMP-0378,2025-11-01,Sales,21,0,1
EMP-0378,2025-12-01,Sales,20,0,1
EMP-0379,2025-07-01,Marketing,23,1,3
EMP-0379,2025-08-01,Marketing,22,1,3
EMP-0379,2025-09-01,Marketing,22,0,2
EMP-0379,2025-10-01,Marketing,21,2,1
EMP-0379,2025-11-01,Marketing,21,2,0
EMP-0379,2025-12-01,Marketing,20,0,0
EMP-0380,2024-10-01,Operations,22,1,4
EMP-0380,2024-11-01,Operations,22,0,3
EMP-0380,2024-12-01,Operations,21,0,0
EMP-0380,2025-01-01,Operations,22,1,0
EMP-0380,2025-02-01,Operations,23,2,1
EMP-0380,2025-03-01,Operations,23,1,2
EMP-0380,2025-04-01,Operations,22,2,2
EMP-0380,2025-05-01,Operations,23,0,1
EMP-0380,2025-06-01,Operations,23,0,0
EMP-0380,2025-07-01,Operations,21,2,1
EMP-0380,2025-08-01,Operations,22,0,0
EMP-0380,2025-09-01,Operations,22,0,2
EMP-0380,2025-10-01,Operations,22,2,0
EMP-0380,2025-11-01,Operations,22,0,1
EMP-0380,2025-12-01,Operations,22,1,0
EMP-0381,2024-03-01,Customer Service,22,0,0
EMP-0381,2024-04-01,Customer Service,23,1,1
EMP-0381,2024-05-01,Customer Service,22,1,0
EMP-0381,2024-06-01,Customer Service,22,0,0
EMP-0381,2024-07-01,Customer Service,22,0,2
EMP-0381,2024-08-01,Customer Service,23,1,0
EMP-0381,2024-09-01,Customer Service,23,2,1
EMP-0381,2024-10-01,Customer Service,22,1,0
EMP-0381,2024-11-01,Customer Service,21,0,0
EMP-0381,2024-12-01,Customer Service,20,0,0
EMP-0381,2025-01-01,Customer Service,23,1,1
EMP-0381,2025-02-01,Customer Service,21,0,1
EMP-0381,2025-03-01,Customer Service,23,2,2
EMP-0381,2025-04-01,Customer Service,21,0,2
EMP-0381,2025-05-01,Customer Service,23,1,1
EMP-0381,2025-06-01,Customer Service,21,0,0
EMP-0381,2025-07-01,Customer Service,22,0,0
EMP-0381,2025-08-01,Customer Service,23,0,2
EMP-0381,2025-09-01,Customer Service,20,0,2
EMP-0381,2025-10-01,Customer Service,20,1,1
EMP-0381,2025-11-01,Customer Service,23,0,1
EMP-0381,2025-12-01,Customer Service,23,1,1
EMP-0382,2025-01-01,IT & Data,20,1,4
EMP-0382,2025-02-01,IT & Data,22,0,1
EMP-0382,2025-03-01,IT & Data,20,2,1
EMP-0382,2025-04-01,IT & Data,20,1,0
EMP-0382,2025-05-01,IT & Data,20,1,1
EMP-0382,2025-06-01,IT & Data,21,0,1
EMP-0382,2025-07-01,IT & Data,20,1,3
EMP-0382,2025-08-01,IT & Data,20,0,1
EMP-0382,2025-09-01,IT & Data,22,0,1
EMP-0382,2025-10-01,IT & Data,22,0,0
EMP-0382,2025-11-01,IT & Data,20,0,0
EMP-0382,2025-12-01,IT & Data,22,2,2
EMP-0383,2024-01-01,Operations,20,0,1
EMP-0383,2024-02-01,Operations,20,1,1
EMP-0383,2024-03-01,Operations,23,1,2
EMP-0383,2024-04-01,Operations,21,0,2
EMP-0383,2024-05-01,Operations,21,0,0
EMP-0383,2024-06-01,Operations,20,1,2
EMP-0383,2024-07-01,Operations,20,1,0
EMP-0383,2024-08-01,Operations,23,1,0
EMP-0383,2024-09-01,Operations,20,0,4
EMP-0383,2024-10-01,Operations,23,0,0
EMP-0383,2024-11-01,Operations,21,0,1
EMP-0383,2024-12-01,Operations,20,0,0
EMP-0383,2025-01-01,Operations,20,1,3
EMP-0383,2025-02-01,Operations,23,0,2
EMP-0383,2025-03-01,Operations,20,1,0
EMP-0383,2025-04-01,Operations,23,1,2
EMP-0383,2025-05-01,Operations,21,1,3
EMP-0383,2025-06-01,Operations,21,1,3
EMP-0383,2025-07-01,Operations,22,0,0
EMP-0383,2025-08-01,Operations,23,1,2
EMP-0384,2024-07-01,Sales,22,2,0
EMP-0384,2024-08-01,Sales,20,1,1
EMP-0384,2024-09-01,Sales,20,1,1
EMP-0384,2024-10-01,Sales,21,1,0
EMP-0384,2024-11-01,Sales,22,0,1
EMP-0384,2024-12-01,Sales,22,0,0
EMP-0384,2025-01-01,Sales,20,0,0
EMP-0384,2025-02-01,Sales,20,0,1
EMP-0385,2025-04-01,Marketing,23,1,0
EMP-0385,2025-05-01,Marketing,21,0,2
EMP-0385,2025-06-01,Marketing,21,1,2
EMP-0385,2025-07-01,Marketing,22,0,1
EMP-0385,2025-08-01,Marketing,23,0,0
EMP-0385,2025-09-01,Marketing,22,2,0
EMP-0385,2025-10-01,Marketing,23,0,1
EMP-0385,2025-11-01,Marketing,23,0,3
EMP-0385,2025-12-01,Marketing,20,0,0
EMP-0386,2025-01-01,Marketing,23,1,0
EMP-0386,2025-02-01,Marketing,23,1,1
EMP-0386,2025-03-01,Marketing,23,1,0
EMP-0386,2025-04-01,Marketing,22,0,2
EMP-0386,2025-05-01,Marketing,21,2,2
EMP-0386,2025-06-01,Marketing,20,1,2
EMP-0386,2025-07-01,Marketing,21,2,0
EMP-0386,2025-08-01,Marketing,23,0,0
EMP-0386,2025-09-01,Marketing,21,0,0
EMP-0386,2025-10-01,Marketing,22,1,2
EMP-0386,2025-11-01,Marketing,20,0,1
EMP-0386,2025-12-01,Marketing,22,1,1
EMP-0387,2025-08-01,Operations,20,0,0
EMP-0387,2025-09-01,Operations,23,1,1
EMP-0387,2025-10-01,Operations,21,1,1
EMP-0387,2025-11-01,Operations,22,1,0
EMP-0387,2025-12-01,Operations,22,0,2
EMP-0388,2025-10-01,Sales,23,2,2
EMP-0388,2025-11-01,Sales,23,0,0
EMP-0388,2025-12-01,Sales,22,1,0
EMP-0389,2025-11-01,Operations,22,3,3
EMP-0389,2025-12-01,Operations,21,3,0
EMP-0390,2025-10-01,Operations,21,0,1
EMP-0390,2025-11-01,Operations,20,0,1
EMP-0390,2025-12-01,Operations,20,0,1
EMP-0391,2024-07-01,Marketing,23,0,1
EMP-0391,2024-08-01,Marketing,23,0,1
EMP-0391,2024-09-01,Marketing,23,0,1
EMP-0391,2024-10-01,Marketing,21,2,1
EMP-0391,2024-11-01,Marketing,20,2,2
EMP-0391,2024-12-01,Marketing,20,1,1
EMP-0391,2025-01-01,Marketing,20,1,3
EMP-0391,2025-02-01,Marketing,23,0,0
EMP-0391,2025-03-01,Marketing,21,2,1
EMP-0391,2025-04-01,Marketing,20,2,1
EMP-0391,2025-05-01,Marketing,21,0,1
EMP-0391,2025-06-01,Marketing,23,0,2
EMP-0391,2025-07-01,Marketing,21,0,1
EMP-0391,2025-08-01,Marketing,22,0,0
EMP-0391,2025-09-01,Marketing,20,0,1
EMP-0391,2025-10-01,Marketing,22,1,1
EMP-0391,2025-11-01,Marketing,20,0,2
EMP-0391,2025-12-01,Marketing,20,0,0
EMP-0392,2025-08-01,Sales,23,1,1
EMP-0392,2025-09-01,Sales,22,1,2
EMP-0392,2025-10-01,Sales,23,0,0
EMP-0392,2025-11-01,Sales,20,0,2
EMP-0392,2025-12-01,Sales,23,0,0
EMP-0393,2025-01-01,Finance,21,3,0
EMP-0393,2025-02-01,Finance,21,1,1
EMP-0393,2025-03-01,Finance,22,1,1
EMP-0393,2025-04-01,Finance,20,3,0
EMP-0393,2025-05-01,Finance,23,2,1
EMP-0393,2025-06-01,Finance,21,1,5
EMP-0393,2025-07-01,Finance,23,0,3
EMP-0393,2025-08-01,Finance,22,1,1
EMP-0393,2025-09-01,Finance,21,0,1
EMP-0393,2025-10-01,Finance,22,2,2
EMP-0393,2025-11-01,Finance,20,1,3
EMP-0393,2025-12-01,Finance,21,1,2
EMP-0394,2024-12-01,IT & Data,20,0,0
EMP-0394,2025-01-01,IT & Data,23,1,1
EMP-0394,2025-02-01,IT & Data,22,1,0
EMP-0394,2025-03-01,IT & Data,21,1,0
EMP-0394,2025-04-01,IT & Data,23,1,0
EMP-0394,2025-05-01,IT & Data,22,0,1
EMP-0394,2025-06-01,IT & Data,21,0,2
EMP-0394,2025-07-01,IT & Data,20,0,2
EMP-0394,2025-08-01,IT & Data,20,0,1
EMP-0394,2025-09-01,IT & Data,23,1,1
EMP-0394,2025-10-01,IT & Data,23,1,2
EMP-0394,2025-11-01,IT & Data,21,0,1
EMP-0394,2025-12-01,IT & Data,20,0,0
EMP-0395,2024-11-01,Marketing,23,2,0
EMP-0395,2024-12-01,Marketing,22,0,0
EMP-0395,2025-01-01,Marketing,20,0,1
EMP-0395,2025-02-01,Marketing,20,0,0
EMP-0395,2025-03-01,Marketing,23,0,0
EMP-0395,2025-04-01,Marketing,23,0,0
EMP-0395,2025-05-01,Marketing,20,0,0
EMP-0395,2025-06-01,Marketing,21,0,0
EMP-0395,2025-07-01,Marketing,21,1,3
EMP-0395,2025-08-01,Marketing,22,0,0
EMP-0395,2025-09-01,Marketing,22,0,0
EMP-0395,2025-10-01,Marketing,23,0,0
EMP-0395,2025-11-01,Marketing,23,1,0
EMP-0395,2025-12-01,Marketing,23,0,0
EMP-0396,2025-01-01,Finance,23,2,0
EMP-0396,2025-02-01,Finance,23,0,0
EMP-0396,2025-03-01,Finance,22,0,1
EMP-0396,2025-04-01,Finance,23,0,2
EMP-0396,2025-05-01,Finance,20,0,0
EMP-0396,2025-06-01,Finance,20,1,1
EMP-0396,2025-07-01,Finance,21,0,3
EMP-0396,2025-08-01,Finance,23,0,2
EMP-0396,2025-09-01,Finance,23,1,1
EMP-0396,2025-10-01,Finance,22,0,3
EMP-0396,2025-11-01,Finance,20,1,1
EMP-0396,2025-12-01,Finance,23,0,0
EMP-0397,2024-05-01,Operations,22,2,0
EMP-0397,2024-06-01,Operations,20,2,1
EMP-0397,2024-07-01,Operations,20,2,3
EMP-0397,2024-08-01,Operations,23,0,0
EMP-0397,2024-09-01,Operations,23,1,2
EMP-0397,2024-10-01,Operations,20,0,0
EMP-0397,2024-11-01,Operations,20,1,1
EMP-0397,2024-12-01,Operations,21,0,2
EMP-0397,2025-01-01,Operations,20,0,0
EMP-0397,2025-02-01,Operations,20,0,0
EMP-0397,2025-03-01,Operations,20,0,1
EMP-0397,2025-04-01,Operations,22,0,1
EMP-0397,2025-05-01,Operations,20,0,1
EMP-0397,2025-06-01,Operations,21,0,0
EMP-0397,2025-07-01,Operations,23,0,3
EMP-0397,2025-08-01,Operations,20,1,0
EMP-0397,2025-09-01,Operations,20,0,1
EMP-0397,2025-10-01,Operations,23,0,0
EMP-0397,2025-11-01,Operations,23,0,1
EMP-0397,2025-12-01,Operations,21,0,0
EMP-0398,2024-11-01,Sales,23,0,0
EMP-0398,2024-12-01,Sales,21,1,0
EMP-0398,2025-01-01,Sales,21,1,0
EMP-0398,2025-02-01,Sales,22,0,0
EMP-0398,2025-03-01,Sales,22,0,2
EMP-0398,2025-04-01,Sales,23,0,1
EMP-0398,2025-05-01,Sales,20,0,0
EMP-0398,2025-06-01,Sales,22,0,0
EMP-0398,2025-07-01,Sales,23,0,0
EMP-0399,2024-07-01,Sales,22,0,1
EMP-0399,2024-08-01,Sales,20,0,0
EMP-0399,2024-09-01,Sales,20,0,1
EMP-0399,2024-10-01,Sales,21,0,1
EMP-0399,2024-11-01,Sales,21,1,0
EMP-0399,2024-12-01,Sales,20,0,2
EMP-0399,2025-01-01,Sales,22,0,2
EMP-0399,2025-02-01,Sales,20,0,0
EMP-0399,2025-03-01,Sales,20,0,0
EMP-0399,2025-04-01,Sales,22,0,2
EMP-0399,2025-05-01,Sales,22,0,0
EMP-0399,2025-06-01,Sales,22,0,4
EMP-0399,2025-07-01,Sales,23,1,1
EMP-0399,2025-08-01,Sales,23,0,0
EMP-0399,2025-09-01,Sales,21,2,0
EMP-0399,2025-10-01,Sales,22,0,0
EMP-0399,2025-11-01,Sales,21,0,1
EMP-0399,2025-12-01,Sales,21,1,0
EMP-0400,2024-10-01,Human Resources,20,0,1
EMP-0400,2024-11-01,Human Resources,23,0,3
EMP-0400,2024-12-01,Human Resources,22,0,0
EMP-0400,2025-01-01,Human Resources,21,2,2
EMP-0400,2025-02-01,Human Resources,20,0,2
EMP-0400,2025-03-01,Human Resources,23,0,1
EMP-0400,2025-04-01,Human Resources,23,0,2
EMP-0400,2025-05-01,Human Resources,20,1,2
EMP-0400,2025-06-01,Human Resources,21,0,2
EMP-0400,2025-07-01,Human Resources,23,0,0
EMP-0400,2025-08-01,Human Resources,21,1,0
EMP-0400,2025-09-01,Human Resources,20,0,0
EMP-0400,2025-10-01,Human Resources,21,0,2
EMP-0400,2025-11-01,Human Resources,22,0,2
EMP-0400,2025-12-01,Human Resources,22,1,1
EMP-0401,2024-08-01,Operations,20,1,1
EMP-0401,2024-09-01,Operations,21,1,1
EMP-0401,2024-10-01,Operations,22,1,0
EMP-0401,2024-11-01,Operations,22,0,1
EMP-0401,2024-12-01,Operations,22,1,0
EMP-0401,2025-01-01,Operations,23,1,1
EMP-0401,2025-02-01,Operations,23,1,0
EMP-0401,2025-03-01,Operations,20,0,1
EMP-0401,2025-04-01,Operations,20,0,0
EMP-0401,2025-05-01,Operations,22,0,0
EMP-0401,2025-06-01,Operations,21,0,0
EMP-0401,2025-07-01,Operations,21,0,0
EMP-0401,2025-08-01,Operations,20,0,2
EMP-0401,2025-09-01,Operations,22,0,3
EMP-0401,2025-10-01,Operations,20,2,2
EMP-0401,2025-11-01,Operations,20,0,1
EMP-0401,2025-12-01,Operations,23,0,1
EMP-0402,2024-10-01,Operations,23,1,0
EMP-0402,2024-11-01,Operations,21,2,0
EMP-0402,2024-12-01,Operations,23,1,3
EMP-0402,2025-01-01,Operations,21,0,0
EMP-0402,2025-02-01,Operations,22,2,0
EMP-0402,2025-03-01,Operations,20,0,0
EMP-0402,2025-04-01,Operations,22,0,0
EMP-0402,2025-05-01,Operations,23,0,0
EMP-0402,2025-06-01,Operations,23,0,0
EMP-0402,2025-07-01,Operations,23,0,0
EMP-0402,2025-08-01,Operations,21,1,1
EMP-0402,2025-09-01,Operations,20,0,2
EMP-0402,2025-10-01,Operations,21,0,0
EMP-0402,2025-11-01,Operations,20,0,2
EMP-0402,2025-12-01,Operations,23,0,1
EMP-0403,2025-09-01,Marketing,23,0,0
EMP-0403,2025-10-01,Marketing,23,1,2
EMP-0403,2025-11-01,Marketing,22,1,3
EMP-0403,2025-12-01,Marketing,21,0,0
EMP-0404,2024-09-01,IT & Data,20,0,3
EMP-0404,2024-10-01,IT & Data,20,1,2
EMP-0404,2024-11-01,IT & Data,21,1,1
EMP-0404,2024-12-01,IT & Data,22,1,1
EMP-0404,2025-01-01,IT & Data,20,1,1
EMP-0404,2025-02-01,IT & Data,23,1,4
EMP-0404,2025-03-01,IT & Data,21,0,0
EMP-0404,2025-04-01,IT & Data,21,0,1
EMP-0404,2025-05-01,IT & Data,21,1,0
EMP-0404,2025-06-01,IT & Data,20,1,2
EMP-0404,2025-07-01,IT & Data,20,0,0
EMP-0404,2025-08-01,IT & Data,23,0,0
EMP-0404,2025-09-01,IT & Data,20,1,0
EMP-0404,2025-10-01,IT & Data,22,1,0
EMP-0404,2025-11-01,IT & Data,22,0,0
EMP-0404,2025-12-01,IT & Data,22,0,0
EMP-0405,2025-06-01,Operations,21,1,1
EMP-0405,2025-07-01,Operations,23,1,1
EMP-0405,2025-08-01,Operations,21,0,1
EMP-0405,2025-09-01,Operations,20,2,1
EMP-0405,2025-10-01,Operations,20,0,0
EMP-0405,2025-11-01,Operations,23,1,2
EMP-0405,2025-12-01,Operations,22,0,0
EMP-0406,2025-06-01,Sales,23,0,2
EMP-0406,2025-07-01,Sales,20,0,0
EMP-0406,2025-08-01,Sales,22,0,2
EMP-0406,2025-09-01,Sales,22,1,2
EMP-0406,2025-10-01,Sales,20,0,2
EMP-0406,2025-11-01,Sales,20,0,1
EMP-0406,2025-12-01,Sales,21,1,1
EMP-0407,2024-02-01,Sales,22,0,1
EMP-0407,2024-03-01,Sales,22,0,0
EMP-0407,2024-04-01,Sales,22,0,1
EMP-0407,2024-05-01,Sales,20,0,2
EMP-0407,2024-06-01,Sales,22,0,0
EMP-0407,2024-07-01,Sales,22,1,0
EMP-0407,2024-08-01,Sales,23,0,4
EMP-0407,2024-09-01,Sales,20,1,0
EMP-0407,2024-10-01,Sales,22,1,0
EMP-0407,2024-11-01,Sales,21,1,1
EMP-0407,2024-12-01,Sales,21,1,0
EMP-0407,2025-01-01,Sales,21,2,0
EMP-0407,2025-02-01,Sales,22,0,1
EMP-0407,2025-03-01,Sales,22,0,2
EMP-0408,2024-02-01,Human Resources,22,0,2
EMP-0408,2024-03-01,Human Resources,22,1,1
EMP-0408,2024-04-01,Human Resources,20,0,1
EMP-0408,2024-05-01,Human Resources,22,0,2
EMP-0408,2024-06-01,Human Resources,20,1,0
EMP-0408,2024-07-01,Human Resources,22,0,2
EMP-0408,2024-08-01,Human Resources,20,0,0
EMP-0408,2024-09-01,Human Resources,20,0,1
EMP-0408,2024-10-01,Human Resources,20,1,2
EMP-0408,2024-11-01,Human Resources,21,0,3
EMP-0408,2024-12-01,Human Resources,21,1,0
EMP-0408,2025-01-01,Human Resources,21,0,0
EMP-0408,2025-02-01,Human Resources,20,0,0
EMP-0408,2025-03-01,Human Resources,23,0,2
EMP-0408,2025-04-01,Human Resources,22,0,0
EMP-0408,2025-05-01,Human Resources,22,1,0
EMP-0408,2025-06-01,Human Resources,23,1,1
EMP-0408,2025-07-01,Human Resources,22,0,0
EMP-0408,2025-08-01,Human Resources,20,0,1
EMP-0408,2025-09-01,Human Resources,21,2,0
EMP-0408,2025-10-01,Human Resources,23,1,0
EMP-0408,2025-11-01,Human Resources,23,1,1
EMP-0408,2025-12-01,Human Resources,21,1,0
EMP-0409,2025-08-01,Human Resources,23,0,0
EMP-0409,2025-09-01,Human Resources,22,1,1
EMP-0409,2025-10-01,Human Resources,20,1,0
EMP-0409,2025-11-01,Human Resources,20,0,2
EMP-0409,2025-12-01,Human Resources,23,1,1
EMP-0410,2025-03-01,Sales,22,1,0
EMP-0410,2025-04-01,Sales,21,0,1
EMP-0410,2025-05-01,Sales,22,0,1
EMP-0410,2025-06-01,Sales,23,1,0
EMP-0410,2025-07-01,Sales,21,0,1
EMP-0410,2025-08-01,Sales,20,1,1
EMP-0411,2025-06-01,Finance,21,0,3
EMP-0411,2025-07-01,Finance,23,0,0
EMP-0411,2025-08-01,Finance,22,1,2
EMP-0411,2025-09-01,Finance,21,0,2
EMP-0411,2025-10-01,Finance,20,0,1
EMP-0411,2025-11-01,Finance,23,0,1
EMP-0411,2025-12-01,Finance,23,0,1
EMP-0412,2025-11-01,Operations,23,1,2
EMP-0412,2025-12-01,Operations,20,0,4
EMP-0413,2025-07-01,Operations,20,1,1
EMP-0413,2025-08-01,Operations,21,2,0
EMP-0413,2025-09-01,Operations,22,1,2
EMP-0413,2025-10-01,Operations,20,2,0
EMP-0413,2025-11-01,Operations,22,0,1
EMP-0413,2025-12-01,Operations,23,1,3
EMP-0414,2024-09-01,Marketing,21,4,0
EMP-0414,2024-10-01,Marketing,21,2,0
EMP-0414,2024-11-01,Marketing,22,3,1
EMP-0414,2024-12-01,Marketing,21,2,0
EMP-0414,2025-01-01,Marketing,23,1,1
EMP-0414,2025-02-01,Marketing,22,4,2
EMP-0414,2025-03-01,Marketing,22,2,0
EMP-0414,2025-04-01,Marketing,23,1,3
EMP-0414,2025-05-01,Marketing,20,0,1
EMP-0414,2025-06-01,Marketing,23,1,0
EMP-0414,2025-07-01,Marketing,23,1,1
EMP-0414,2025-08-01,Marketing,21,1,1
EMP-0414,2025-09-01,Marketing,22,1,1
EMP-0414,2025-10-01,Marketing,23,3,1
EMP-0414,2025-11-01,Marketing,20,1,0
EMP-0414,2025-12-01,Marketing,20,1,1
EMP-0415,2025-02-01,Marketing,20,0,0
EMP-0415,2025-03-01,Marketing,22,1,0
EMP-0415,2025-04-01,Marketing,20,0,0
EMP-0415,2025-05-01,Marketing,20,1,0
EMP-0415,2025-06-01,Marketing,21,0,1
EMP-0415,2025-07-01,Marketing,21,0,0
EMP-0415,2025-08-01,Marketing,23,1,0
EMP-0415,2025-09-01,Marketing,22,0,1
EMP-0415,2025-10-01,Marketing,22,2,2
EMP-0415,2025-11-01,Marketing,22,0,1
EMP-0415,2025-12-01,Marketing,23,1,0
EMP-0416,2025-08-01,Sales,21,0,1
EMP-0416,2025-09-01,Sales,23,0,0
EMP-0416,2025-10-01,Sales,20,1,0
EMP-0416,2025-11-01,Sales,20,0,1
EMP-0416,2025-12-01,Sales,22,0,0
EMP-0417,2024-04-01,Customer Service,20,0,0
EMP-0417,2024-05-01,Customer Service,22,2,3
EMP-0417,2024-06-01,Customer Service,20,2,1
EMP-0417,2024-07-01,Customer Service,23,2,0
EMP-0417,2024-08-01,Customer Service,22,2,1
EMP-0417,2024-09-01,Customer Service,23,2,0
EMP-0417,2024-10-01,Customer Service,20,2,1
EMP-0417,2024-11-01,Customer Service,21,3,0
EMP-0417,2024-12-01,Customer Service,21,2,0
EMP-0417,2025-01-01,Customer Service,20,2,0
EMP-0417,2025-02-01,Customer Service,21,0,2
EMP-0417,2025-03-01,Customer Service,23,3,0
EMP-0417,2025-04-01,Customer Service,20,3,0
EMP-0417,2025-05-01,Customer Service,20,3,0
EMP-0417,2025-06-01,Customer Service,21,2,1
EMP-0417,2025-07-01,Customer Service,21,1,1
EMP-0417,2025-08-01,Customer Service,23,2,1
EMP-0417,2025-09-01,Customer Service,20,2,0
EMP-0417,2025-10-01,Customer Service,21,0,0
EMP-0418,2024-03-01,Customer Service,21,0,2
EMP-0418,2024-04-01,Customer Service,23,1,1
EMP-0418,2024-05-01,Customer Service,22,0,1
EMP-0418,2024-06-01,Customer Service,23,0,0
EMP-0418,2024-07-01,Customer Service,20,1,4
EMP-0418,2024-08-01,Customer Service,23,0,1
EMP-0418,2024-09-01,Customer Service,21,0,3
EMP-0418,2024-10-01,Customer Service,20,2,2
EMP-0418,2024-11-01,Customer Service,22,0,0
EMP-0418,2024-12-01,Customer Service,23,0,2
EMP-0418,2025-01-01,Customer Service,22,0,0
EMP-0418,2025-02-01,Customer Service,23,0,2
EMP-0418,2025-03-01,Customer Service,22,1,1
EMP-0418,2025-04-01,Customer Service,20,2,0
EMP-0418,2025-05-01,Customer Service,21,2,0
EMP-0418,2025-06-01,Customer Service,22,0,0
EMP-0418,2025-07-01,Customer Service,23,0,4
EMP-0418,2025-08-01,Customer Service,20,1,0
EMP-0418,2025-09-01,Customer Service,22,1,1
EMP-0418,2025-10-01,Customer Service,23,0,3
EMP-0418,2025-11-01,Customer Service,20,0,0
EMP-0418,2025-12-01,Customer Service,23,1,0
EMP-0419,2024-10-01,Operations,23,2,1
EMP-0419,2024-11-01,Operations,23,2,1
EMP-0419,2024-12-01,Operations,21,3,2
EMP-0419,2025-01-01,Operations,21,1,3
EMP-0419,2025-02-01,Operations,22,3,1
EMP-0419,2025-03-01,Operations,23,2,0
EMP-0419,2025-04-01,Operations,21,2,2
EMP-0419,2025-05-01,Operations,21,2,0
EMP-0419,2025-06-01,Operations,23,2,1
EMP-0419,2025-07-01,Operations,23,1,1
EMP-0419,2025-08-01,Operations,23,1,0
EMP-0419,2025-09-01,Operations,23,2,1
EMP-0419,2025-10-01,Operations,23,2,0
EMP-0420,2024-02-01,Operations,23,4,2
EMP-0420,2024-03-01,Operations,22,0,1
EMP-0420,2024-04-01,Operations,20,1,0
EMP-0420,2024-05-01,Operations,22,1,2
EMP-0420,2024-06-01,Operations,22,0,2
EMP-0420,2024-07-01,Operations,21,0,2
EMP-0420,2024-08-01,Operations,22,0,0
EMP-0420,2024-09-01,Operations,22,1,0
EMP-0420,2024-10-01,Operations,21,2,3
EMP-0420,2024-11-01,Operations,23,1,2
EMP-0420,2024-12-01,Operations,21,0,4
EMP-0420,2025-01-01,Operations,20,0,0
EMP-0420,2025-02-01,Operations,20,1,1
EMP-0420,2025-03-01,Operations,21,0,0
EMP-0420,2025-04-01,Operations,20,0,0
EMP-0420,2025-05-01,Operations,22,0,1
EMP-0420,2025-06-01,Operations,22,0,1
EMP-0420,2025-07-01,Operations,21,0,0
EMP-0420,2025-08-01,Operations,20,0,0
EMP-0420,2025-09-01,Operations,21,0,2
EMP-0420,2025-10-01,Operations,23,0,0
EMP-0420,2025-11-01,Operations,22,0,0
EMP-0420,2025-12-01,Operations,21,0,3
EMP-0421,2025-11-01,Marketing,22,1,3
EMP-0421,2025-12-01,Marketing,20,0,3
EMP-0422,2025-10-01,Sales,20,1,2
EMP-0422,2025-11-01,Sales,22,2,0
EMP-0422,2025-12-01,Sales,20,1,2
EMP-0423,2025-07-01,Sales,22,0,0
EMP-0423,2025-08-01,Sales,22,0,0
EMP-0423,2025-09-01,Sales,21,0,0
EMP-0423,2025-10-01,Sales,20,0,0
EMP-0423,2025-11-01,Sales,21,0,0
EMP-0423,2025-12-01,Sales,23,0,0
EMP-0424,2024-04-01,IT & Data,23,1,0
EMP-0424,2024-05-01,IT & Data,22,0,0
EMP-0424,2024-06-01,IT & Data,23,2,0
EMP-0424,2024-07-01,IT & Data,22,0,1
EMP-0424,2024-08-01,IT & Data,20,0,3
EMP-0424,2024-09-01,IT & Data,20,0,2
EMP-0424,2024-10-01,IT & Data,20,1,1
EMP-0424,2024-11-01,IT & Data,22,0,0
EMP-0424,2024-12-01,IT & Data,20,0,3
EMP-0424,2025-01-01,IT & Data,21,1,1
EMP-0424,2025-02-01,IT & Data,23,0,1
EMP-0424,2025-03-01,IT & Data,21,0,0
EMP-0424,2025-04-01,IT & Data,22,0,0
EMP-0424,2025-05-01,IT & Data,21,0,0
EMP-0424,2025-06-01,IT & Data,22,0,1
EMP-0424,2025-07-01,IT & Data,22,0,1
EMP-0424,2025-08-01,IT & Data,21,1,1
EMP-0424,2025-09-01,IT & Data,22,1,0
EMP-0424,2025-10-01,IT & Data,23,2,1
EMP-0424,2025-11-01,IT & Data,23,1,0
EMP-0424,2025-12-01,IT & Data,22,0,1
EMP-0425,2025-07-01,Customer Service,23,0,0
EMP-0425,2025-08-01,Customer Service,22,0,1
EMP-0425,2025-09-01,Customer Service,21,0,3
EMP-0425,2025-10-01,Customer Service,23,1,2
EMP-0425,2025-11-01,Customer Service,22,0,1
EMP-0425,2025-12-01,Customer Service,22,0,3
EMP-0426,2024-05-01,Operations,20,2,1
EMP-0426,2024-06-01,Operations,21,0,1
EMP-0426,2024-07-01,Operations,23,0,0
EMP-0426,2024-08-01,Operations,21,1,0
EMP-0426,2024-09-01,Operations,22,3,1
EMP-0426,2024-10-01,Operations,23,0,0
EMP-0426,2024-11-01,Operations,23,0,2
EMP-0426,2024-12-01,Operations,20,0,0
EMP-0426,2025-01-01,Operations,22,0,0
EMP-0426,2025-02-01,Operations,22,0,0
EMP-0426,2025-03-01,Operations,20,0,0
